text,gloss
আপনি কখন বাসে ঢাকা যাবেন?,আপনি কখন বাস ঢাকা যাওয়া?
বাঙালিরা পয়লা বৈশাখে নতুন পোশাক পরে।,বাঙালি পয়লা বৈশাখ নতুন পোশাক পরা।
তুমি আজ অফিসে কাজ শেষ করেছ?,তুমি আজ অফিস কাজ শেষ করা (প্রশ্ন)?
আমি ডাক্তার হতে চাই।,আমি ডাক্তার হওয়া চাই।
আমি গল্প লিখতে ভালোবাসি।,আমি গল্প লিখা ভালোবাসা।
তোমার আজকের গৃহকর্ম জমা দিতে ভুলোনা।,তোমার আজ গৃহকর্ম জমা না ভুল করা।
আমি প্রতিদিন আমার সময় ঠিকভাবে ব্যবহার করি।,প্রতিদিন আমি আমার সময় ঠিকভাবে ব্যবহার করা
তুমি কি এই সিনেমাটা আগে দেখেছো?,তুমি আগে এই সিনেমা দেখা (প্রশ্ন)?
আপনি কি নতুন মোবাইল অ্যাপ ব্যবহার করেছেন?,আপনি নতুন মোবাইল অ্যাপ ব্যবহার করা কি?
কম্পিউটার আমাদের জীবনকে সহজ করেছে।,কম্পিউটার আমাদের জীবন সহজ করা।
আমি আজ অফিসে কাজ করছি।,আমি আজ অফিস কাজ করা।
আমি নতুন গান তৈরি করতে ভালোবাসি।,আমি নতুন গান তৈরি করা ভালোবাসা।
আজকের খবর নিয়ে আলোচনা হবে।,আজ খবর আলোচনা করা (ভবিষ্যৎ)?
তিমি পৃথিবীর সবচেয়ে বড় প্রাণী।,তিমি পৃথিবী সবচেয়ে বড় প্রাণী।
আমি নতুন বন্ধু তৈরি করতে চাই।,আমি নতুন বন্ধু তৈরি করা চাই।
তুমি কি ধরণের গান বেশি পছন্দ করো?,তুমি কোন গান বেশি পছন্দ করা?
আমি সাধারণত সাদাসিধে পোশাক পরতে পছন্দ করি।,"আমি সাধারণ পোশাক পরা, এইটা আমার পছন্দ।"
তুমি ভাত রান্না করতে পারো?,তুমি ভাত রান্না করা পারা (প্রশ্ন)?
আমি আজ রাতে একটি সিনেমা দেখব।,আমি আজ রাত সিনেমা দেখা।
আমি আজ খুব খুশি বোধ করছি।,আজ আমি অনেক খুশি অনুভব করা
আপনার কি জ্বর হয়েছে?,আপনি জ্বর হওয়া (প্রশ্ন)?
আমার পরিবার বড়।,আমার পরিবার বড়।
তুমি কি আজ অফিসে কাজ শেষ করেছ?,তুমি আজ অফিস কাজ শেষ (প্রশ্ন)?
আমি সময় ঠিকভাবে ব্যবহার করি।,আমি সময় ঠিকভাবে ব্যবহার করা।
আমি সোশ্যাল মিডিয়ায় ছবি পোস্ট করি।,আমি সোশ্যাল মিডিয়া ছবি পোস্ট করা।
পহেলা বৈশাখে সবাই নতুন পোশাক পরে।,পহেলা বৈশাখ সবাই নতুন পোশাক পরা।
আমি চাপ কমাতে শ্বাস অনুশীলন করি।,আমি নিজে চাপ কমানো শ্বাস অনুশীলন করা।
তুমি কি নতুন জামা পরবে?,তুমি নতুন জামা পরা (প্রশ্ন)?
আমি নতুন একটি অ্যাপ ডাউনলোড করেছি।,আমি নতুন অ্যাপ ডাউনলোড করা।
স্কুলের পরে আমি বন্ধুদের সঙ্গে খেলা করি।,স্কুল পরে আমি বন্ধু সঙ্গে খেলা করা।
টাকা জমাতে সবাইকে উৎসাহিত করা উচিত।,সব মানুষ টাকা জমানো উৎসাহিত করা উচিত
আমি আজকের হোমওয়ার্ক শেষ করেছি।,আজকের হোমওয়ার্ক শেষ করা
তুমি অফিসে কখন যাবা?,তুমি অফিসে যাওয়া কখন?
বর্তমানে প্রযুক্তির নতুন নতুন প্রবণতা দেখা যাচ্ছে।,এখন প্রযুক্তি নতুন ট্রেন্ড দেখা যাওয়া।
ভবিষ্যতে আমি বিদেশে পড়াশোনা করতে চাই।,ভবিষ্যৎ আমি বিদেশ পড়াশোনা করা চাওয়া
আমি আমার পোশাকের স্টাইল পছন্দ করি।,আমার পোশাক স্টাইল পছন্দ করা।
আমি ভবিষ্যতে বিশ্ববিদ্যালয়ে পড়তে যেতে চাই।,ভবিষ্যতে আমি বিশ্ববিদ্যালয় পড়া যাওয়া ইচ্ছা।
তুমি ভবিষ্যতে কি করতে চাও?,তুমি ভবিষ্যত কি করা চাই (প্রশ্ন)?
আমি নতুন বন্ধু তৈরি করতে চাই।,আমি নতুন বন্ধু তৈরি করা চাই।
আমি এই বইটি পড়তে পছন্দ করি।,আমি এই বই পড়া পছন্দ করা
এই এলাকায় একটি হাসপাতাল আছে।,এখানে হাসপাতাল আছে।
আমি ভিডিও গেম খেলতে ভালোবাসি।,আমি ভিডিও গেম খেলা অনেক ভালোবাসি।
তুমি কি ছবি আঁকতে ভালোবাসো?,তুমি ছবি আঁকা ভালোবাসা (প্রশ্ন)?
হাতি পানিতে ভালো সাঁতার কাটতে পারে।,হাতি পানি ভালো সাঁতার কাটা পারা
আমি প্রতিদিন নতুন বই পড়ি।,আমি প্রতিদিন নতুন বই পড়া।
নতুন দক্ষতা শেখা গুরুত্বপূর্ণ।,নতুন দক্ষতা শেখা গুরুত্বপূর্ণ।
আমি নতুন বন্ধু বানাতে চাই।,আমি নতুন বন্ধু বানানো চাই।
তুমি কি স্কুলে পড়তে যাবে?,তুমি স্কুল পড়া যাওয়া (প্রশ্ন)?
আমার শিক্ষক খুব সহায়ক।,আমার শিক্ষক খুব সহায়ক।
ছোটবেলায় পরিবারের সঙ্গে সমুদ্রে ভ্রমণ আমার প্রিয় স্মৃতি।,ছোটবেলা পরিবার সঙ্গে সমুদ্র ভ্রমণ আমার প্রিয় স্মৃতি।
তুমি কি পরীক্ষার জন্য প্রস্তুত?,তুমি পরীক্ষা জন্য প্রস্তুত?
আজ আমার স্কুলে নতুন শিক্ষক এসেছেন।,আজ আমার স্কুল নতুন শিক্ষক আসা।
আমি এই সিনেমাটি পছন্দ করি।,আমি এই সিনেমা পছন্দ করা
পরীক্ষা আগামী সপ্তাহে অনুষ্ঠিত হবে।,পরীক্ষা আগামী সপ্তাহে হওয়া
জাতিসংঘের সদস্য দেশগুলো প্রতি বছর সাধারণ অধিবেশনে বৈশ্বিক সমস্যা নিয়ে আলোচনা করে।,জাতিসংঘ দেশ সদস্য প্রতি বছর সাধারণ অধিবেশন বৈশ্বিক সমস্যা আলোচনা করা
পরীক্ষা শুরু হওয়ার আগে সবাইকে চুপচাপ বসে থাকতে হবে,পরীক্ষা শুরু আগে সবাই চুপচাপ বসা লাগবে
আমি আজ নতুন একজন বন্ধুর সাথে পরিচিত হয়েছি।,আমি আজ নতুন বন্ধু সাথে পরিচিত হওয়া
আমার বাসায় একটি বিড়াল আছে।,আমার বাসা এক বিড়াল থাকা।
আমি আজ খুব দুঃখিত অনুভব করছি।,আজ আমি দুঃখিত অনুভব করা
আমার লক্ষ্য হলো নতুন দক্ষতা অর্জন করা।,আমার লক্ষ্য নতুন দক্ষতা অর্জন করা।
আপনি কি আজ অফিসে কাজ করছেন?,আপনি আজ অফিস কাজ করা (প্রশ্ন)?
সময় ঠিকমতো ব্যবহার করা উচিত।,সময় ঠিকমতো ব্যবহার করা উচিত।
চাপ কমানোর জন্য আমি গভীর শ্বাস নিই।,আমি চাপ কমানো জন্য গভীর শ্বাস নেওয়া।
বন্ধুদের সঙ্গে সময় কাটাই,বন্ধু সঙ্গে সময় কাটানো
আমার একটি বিড়াল আছে।,আমার এক বিড়াল থাকা
আমার প্রিয় স্মৃতি হচ্ছে পরিবারের সঙ্গে সমুদ্র সৈকতে বেড়াতে যাওয়া।,প্রিয় স্মৃতি আমি পরিবার সঙ্গে সমুদ্র সৈকত বেড়ানো যাওয়া।
আপনি কি প্রতিদিন স্বাস্থ্যকর খাবার খান?,আপনি প্রতিদিন স্বাস্থ্যকর খাবার খাওয়া?
বর্তমানে প্রযুক্তির ব্যবহার বৃদ্ধি পাচ্ছে।,বর্তমানে প্রযুক্তি ব্যবহার বৃদ্ধি হওয়া।
আমি ফুটবল খেলতে ভালোবাসি।,আমি ফুটবল খেলা ভালোবাসা।
তুমি কি নিজের পোশাকের স্টাইল পছন্দ করো?,তুমি নিজের পোশাক স্টাইল পছন্দ করা (প্রশ্ন)?
আমি প্রতিদিন বাসে করে স্কুলে যাই।,আমি প্রতিদিন বাস স্কুল যাওয়া।
কম্পিউটার আমাদের জীবনকে সহজ করেছে।,কম্পিউটার আমাদের জীবন সহজ করা।
আপনি কি এই মোবাইল অ্যাপটি ব্যবহার করতে পারেন?,আপনি এই মোবাইল অ্যাপ ব্যবহার করা পারা?
পহেলা বৈশাখ আমাদের প্রধান উৎসব।,পহেলা বৈশাখ আমাদের প্রধান উৎসব হওয়া।
আমি রাতে দেরি করে ঘুমাতে যাই।,আমি রাত দেরি ঘুমানো যাওয়া
তুমি কি ভাত রান্না করতে পারো?,তুমি ভাত রান্না করা পারা (প্রশ্ন)?
তুমি কি পরীক্ষার জন্য প্রস্তুত?,তুমি পরীক্ষা জন্য প্রস্তুত হওয়া?
আমি প্রতিদিন বই পড়ি।,আমি প্রতিদিন বই পড়া।
আমি আজ বাজারে মাছ কিনতে যাব।,আমি আজ বাজার মাছ কিনা যাওয়া।
আমি প্রতিদিন নতুন দক্ষতা শিখতে চাই।,আমি প্রতিদিন নতুন দক্ষতা শেখা চাই।
আমি আমার বন্ধুদের সাথে সময় কাটাতে ভালোবাসি।,আমি বন্ধু সাথে সময় কাটানো ভালোবাসা
আমি প্রতিদিন রাত দশটায় ঘুমাতে যাই।,আমি প্রতিদিন রাত দশটা ঘুমানো যাওয়া
আমি নতুন একটি মোবাইল অ্যাপ ডাউনলোড করেছি।,আমি নতুন মোবাইল অ্যাপ ডাউনলোড করা।
সে পরীক্ষায় প্রথম স্থান অর্জন করেছে।,সে পরীক্ষা প্রথম স্থান অর্জন করা।
আপনি কি ফেসবুকে ছবি পোস্ট করেছেন?,আপনি ফেসবুক ছবি পোস্ট করা (প্রশ্ন)?
আমি এই ছবিটা খুব পছন্দ করি।,আমি এই ছবি খুব পছন্দ করা
তোমার সবচেয়ে প্রিয় স্মৃতিটা কী?,তোমার সবচেয়ে প্রিয় স্মৃতি কী?
সে পরীক্ষায় প্রথম স্থান অর্জন করেছে।,সে পরীক্ষা প্রথম স্থান পাওয়া।
আমি প্রতিদিন নানা রকম অ্যাপ ব্যবহার করি।,প্রতিদিন আমি বিভিন্ন অ্যাপ ব্যবহার করা।
আজ আকাশ পরিষ্কার আছে।,আজ আকাশ পরিষ্কার আছে
আমি আজ খুব খুশি বোধ করছি।,আমি আজ খুব খুশি বোধ করা
আমি রঙিন পোশাক পরতে পছন্দ করি।,রঙিন পোশাক আমি পরা পছন্দ।
স্কুলে আমি আমার বন্ধুদের সঙ্গে খেলি।,আমি স্কুল বন্ধু সঙ্গে খেলা।
সে নতুন ছবি আঁকছে।,সে নতুন ছবি আঁকা।
জাতিসংঘে বাংলাদেশের প্রতিনিধি ভাষণ দিয়েছেন।,জাতিসংঘ বাংলাদেশ প্রতিনিধি ভাষণ দেওয়া।
আপনার মতামত আমাদের জন্য গুরুত্বপূর্ণ।,আপনার কথা আমাদের অনেক জরুরি।
আমি আজকের হোমওয়ার্ক শেষ করেছি।,আমি আজ হোমওয়ার্ক শেষ করা।
তোমার প্রিয় স্মৃতি কী?,তুমি প্রিয় স্মৃতি কি (প্রশ্ন)?
আমার বাবা আমার প্রধান আদর্শ।,আমার বাবা আমার প্রধান আদর্শ।
আমি আজ নতুন একটি ছবি আঁকতে বসেছিলাম।,আজ আমি নতুন ছবি আঁকা বসা।
আপনি কিভাবে টাকা জমাতে পারেন?,আপনি কিভাবে টাকা জমা করা পারা?
হাতি পানি ছাড়া বেশিক্ষণ থাকতে পারে না।,হাতি পানি ছাড়া বেশিক্ষণ থাকা না।
তুমি কি ভাত রান্না করেছ?,তুমি ভাত রান্না করা (প্রশ্ন)?
আমার একটি বিড়াল আছে।,আমার বিড়াল থাকা
আমি অবসর সময়ে বই পড়ি।,আমি অবসর সময় বই পড়া।
আজ আকাশে মেঘ আছে।,আজ আকাশ মেঘ থাকা
আমি আজ সকালে ব্যায়াম করেছি।,আজ সকাল আমি ব্যায়াম করা শেষ।
বনগুলোতে অনেক পশু বাস করে,বন অনেক পশু বাস করা
পহেলা বৈশাখে সবাই নতুন পোশাক পরে।,সবাই পহেলা বৈশাখ নতুন পোশাক পরা
আমার একটি কুকুর আছে।,আমি একটি কুকুর থাকা।
সে নতুন ছবি আঁকতে ভালোবাসে।,সে নতুন ছবি আঁকা ভালোবাসা
আমি রাতে তাড়াতাড়ি ঘুমাতে যাই।,আমি রাত তাড়াতাড়ি ঘুমানো যাওয়া।
তুমি কি এই বইটা পড়েছ?,তুমি এই বই পড়া (প্রশ্ন)?
পহেলা বৈশাখে সবাই নতুন পোশাক পরে আনন্দ উদযাপন করে।,"পহেলা বৈশাখ সবাই নতুন পোশাক পরা, আনন্দ উদযাপন করা।"
স্কুল শেষে আমরা খেলতে যাই।,স্কুল শেষে আমরা খেলা যাওয়া।
আমি আগামী সপ্তাহে কলকাতা ভ্রমণ করতে যাচ্ছি।,আমি আগামী সপ্তাহ কলকাতা ভ্রমণ করা যাওয়া
আমার পাড়ায় সবাই একে অপরকে সাহায্য করে।,আমার পাড়া মানুষ একে অপর সাহায্য করা।
এখানে নিকটতম হাসপাতাল কোথায়?,এখানে নিকটতম হাসপাতাল কোথায় (প্রশ্ন)?
জীবনে ভুল থেকে শিখতে হয়।,জীবন ভুল শেখা করা।
আজকাল প্রযুক্তি দ্রুত পরিবর্তন হচ্ছে।,এখন সময় প্রযুক্তি দ্রুত পরিবর্তন হওয়া।
আপনি কি ইন্টারনেট ব্যবহার করতে পারেন?,আপনি ইন্টারনেট ব্যবহার করা পারা (প্রশ্ন)?
আমি নতুন একটি ছবি আঁকছি।,আমি নতুন এক ছবি আঁকা।
তুমি রাতে কখন ঘুমাতে যাও?,তুমি রাত কখন ঘুমাতে যাওয়া (প্রশ্ন)?
আজ আকাশে মেঘ আছে।,আজ আকাশ মেঘ থাকা
আমি আজ রাতে একটি সিনেমা দেখব।,আমি আজ রাত সিনেমা দেখা।
নতুন প্রযুক্তি আমাদের জীবন পরিবর্তন করছে।,নতুন প্রযুক্তি আমাদের জীবন পরিবর্তন করা
আমি বাসে যাতায়াত করি।,আমি বাস যাওয়া আসা করা
তুমি কি লাইব্রেরিতে গিয়েছ?,তুমি লাইব্রেরি যাওয়া (প্রশ্ন)?
আমি ছবি তুলতে ভালোবাসি।,আমি ছবি তোলা ভালোবাসা।
আমি রোজ নিজে শাড়ি পরতে ভালোবাসি।,আমি রোজ নিজে শাড়ি পরা ভালোবাসা।
পূজা উৎসব বাঙালিদের জীবনে বিশেষ গুরুত্ব বহন করে।,পূজা উৎসব বাঙালি মানুষ জীবন বিশেষ গুরুত্ব থাকা।
আমি প্রতিদিন সকালে খালি পেটে পানি খাই।,সকালে খালি পেটে পানি খাওয়া।
বন সংরক্ষণ কেন গুরুত্বপূর্ণ?,বন সংরক্ষণ গুরুত্বপূর্ণ কেন?
মানসিক চাপ কমাতে নিয়মিত বিশ্রাম নেওয়া গুরুত্বপূর্ণ।,মানসিক চাপ কমানো জন্য নিয়মিত বিশ্রাম নেওয়া গুরুত্বপূর্ণ।
পরীক্ষা ভালো করতে হলে নিয়মিত পড়তে হবে।,পরীক্ষা ভালো করা জন্য নিয়মিত পড়া দরকার।
আমি প্রতিদিন সকাল আটটায় ঘুম থেকে উঠি।,আমি সকাল আটটা ঘুম থেকে উঠা।
আমরা ঈদের সকালে নতুন কাপড় পরি।,ঈদ সকাল আমরা নতুন কাপড় পরা।
এই সমাজে সবাইকে সাহায্য করা উচিত,এই সমাজ সবাই সাহায্য করা উচিত
আমি ভবিষ্যতে শিক্ষক হতে চাই।,আমি ভবিষ্যৎ শিক্ষক হওয়া চাই।
গাছ আমাদের পরিবেশকে পরিষ্কার রাখতে সাহায্য করে।,গাছ পরিবেশ পরিষ্কার রাখা সাহায্য করা
বর্তমান প্রবণতাগুলো কীভাবে পরিবর্তিত হচ্ছে?,বর্তমান প্রবণতা পরিবর্তন হওয়া কিভাবে?
আমি প্রতিদিন বাসে অফিসে যাই।,আমি প্রতিদিন বাসে অফিস যাওয়া।
পাড়ার সবাই কি একসাথে উৎসব পালন করে?,পাড়া সবাই একসাথে উৎসব পালন করা (প্রশ্ন)?
আমি নতুন মোবাইল অ্যাপ ডাউনলোড করেছি।,আমি নতুন মোবাইল অ্যাপ ডাউনলোড করা।
আমি স্বাস্থ্য পরীক্ষা করতে গিয়েছিলাম।,আমি স্বাস্থ্য পরীক্ষা করা যাওয়া।
বনে অনেক গাছ আছে।,বন অনেক গাছ থাকা।
আমি নতুন বই পড়তে ভালোবাসি।,আমি নতুন বই পড়া ভালোবাসা।
তুমি কি তোমার বাড়ির কাজ শেষ করেছ?,তুমি তোমার বাড়ির কাজ শেষ করা (প্রশ্ন)?
আমি সবসময় রঙিন পোশাক পরতে পছন্দ করি।,সবসময় আমি রঙিন পোশাক পরা পছন্দ করা
জীবনে ভুল থেকে অনেক কিছু শিখেছি।,আমি জীবন ভুল থেকে অনেক শেখা।
আপনি ভাত রান্না করবেন কিভাবে?,আপনি ভাত রান্না করা কিভাবে
আমার প্রিয় খাবার ভাত।,আমার পছন্দ খাবার ভাত।
বাংলার নববর্ষে সবাই পান্তা-ইলিশ খায়।,বাংলা নববর্ষ সবাই পান্তা ইলিশ খাওয়া।
সময় ঠিকভাবে ব্যবহার করা গুরুত্বপূর্ণ।,সময় ঠিকভাবে ব্যবহার করা গুরুত্বপূর্ণ।
সামাজিক মাধ্যম আমাদের জীবনে বড় পরিবর্তন এনেছে।,"সমাজিক মাধ্যম, আমাদের জীবন পরিবর্তন আসা।"
জাতিসংঘে বাংলাদেশের প্রতিনিধির ভাষণ আন্তর্জাতিক মিডিয়ায় প্রশংসিত হয়েছে।,"জাতিসংঘ বাংলাদেশ প্রতিনিধি ভাষণ, আন্তর্জাতিক মিডিয়া প্রশংসা করা।"
আমার মা আমার জীবনের আদর্শ।,"আমার মা, আমার জীবন আদর্শ।"
আমি বাজারে নতুন জামা কিনতে গেলাম।,আমি বাজার নতুন জামা কেনা যাওয়া।
স্ট্রেস কমাতে নিয়মিত বিশ্রাম নেওয়া উচিত।,স্ট্রেস কমানো নিয়মিত বিশ্রাম নেওয়া উচিত।
জাতিসংঘের নতুন সিদ্ধান্ত আন্তর্জাতিক সম্পর্ককে কীভাবে প্রভাবিত করবে?,জাতিসংঘ নতুন সিদ্ধান্ত আন্তর্জাতিক সম্পর্ক প্রভাব করা কীভাবে (প্রশ্ন)?
জাতিসংঘে বাংলাদেশের প্রতিনিধি বক্তব্য দিয়েছেন।,বাংলাদেশ প্রতিনিধি জাতিসংঘ বক্তব্য দেওয়া
আমি প্রতিদিন বাসে করে অফিসে যাই।,প্রতিদিন আমি বাস অফিস যাওয়া শেষ
আমি নতুন বন্ধু বানাতে চাই।,আমি নতুন বন্ধু বানানো চাই।
আমি বন্ধুদের সঙ্গে সময় কাটাই।,আমি বন্ধু সঙ্গে সময় কাটানো
জীবনে ভুল থেকে শিক্ষা নিতে হয়।,জীবন ভুল থেকে শিক্ষা নেওয়া দরকার।
তুমি কি এই সিনেমাটি দেখেছো?,তুমি এই সিনেমা দেখা?
তিনি জাতীয় পর্যায়ে অনেক পুরস্কার পেয়েছেন।,তিনি জাতীয় পর্যায় অনেক পুরস্কার পাওয়া।
আমি নতুন বন্ধু বানাতে চাই।,আমি নতুন বন্ধু বানানো চাই।
স্কুল শেষ হওয়ার পর তুমি কী করো?,স্কুল শেষ হওয়া পর তুমি কি করা (প্রশ্ন)?
তুমি কি আজ ওষুধ খেয়েছো?,তুমি আজ ওষুধ খাওয়া প্রশ্ন
জীবনের প্রতিটি ভুল থেকে আমরা কিছু না কিছু শিখি।,জীবন সব ভুল থেকে আমরা কিছু শিখা।
আমি সাধারণত সাদাসিধে পোশাক পরতে পছন্দ করি।,আমি সাধারণ পোশাক পরা পছন্দ করা।
আমি আজ বাসে করে অফিসে যাব।,আমি আজ বাসে অফিস যাওয়া
আমি আজ স্কুলে নতুন কিছু শিখেছি।,আমি আজ স্কুল নতুন জিনিস শেখা।
তুমি কি আজ স্কুলে গিয়েছিলে?,তুমি আজ স্কুল যাওয়া শেষ (প্রশ্ন)?
তুমি কখন ঘুমাতে যাও?,তুমি কখন ঘুমাতে যাওয়া?
আমি প্রতিদিন বই পড়ি।,প্রতিদিন আমি বই পড়া।
মোবাইল অ্যাপ্লিকেশনগুলি আমাদের জীবনকে সহজ করে তোলে।,মোবাইল অ্যাপ্লিকেশন আমাদের জীবন সহজ করা।
বিভিন্ন দেশের মধ্যে সম্পর্ক উন্নত হচ্ছে।,বিভিন্ন দেশ মধ্যে সম্পর্ক উন্নত হওয়া।
তুমি কি এই বইটা পড়েছ?,তুমি এই বই পড়া শেষ (প্রশ্ন)?
আমি প্রতিদিন স্কুলে পড়তে যাই।,আমি প্রতিদিন স্কুল পড়া যাওয়া।
আমি রাতে ভিডিও গেম খেলব।,আমি রাত ভিডিও গেম খেলা।
পূজোর সময় সবাই নতুন জামা পরে।,"পূজা সময়, সব মানুষ নতুন জামা পরা।"
আপনি কি আজ অফিসে বাসে যাবেন?,আপনি আজ অফিস বাসে যাওয়া (প্রশ্ন)?
আমি আগামীকাল ঢাকা যেতে চাই।,আমি আগামীকাল ঢাকা যাওয়া চাই।
আমি বোরিং লাগলে কী করি?,আমি বোরিং লাগা কী করা?
সে ক্যামেরা দিয়ে ছবি তুলছে।,সে ক্যামেরা ছবি তোলা
আমাদের সমাজে অনেক মানুষ একসাথে কাজ করে।,আমাদের সমাজ অনেক মানুষ একসাথে কাজ করা।
পাশের বাসার লোকেরা কেমন?,পাশের বাসা মানুষ কেমন (প্রশ্ন)?
আমি গল্প লিখতে ভালোবাসি।,আমি গল্প লেখা ভালোবাসা
বর্তমানে প্রযুক্তি দ্রুত পরিবর্তন হচ্ছে।,এখন প্রযুক্তি দ্রুত পরিবর্তন করা
আমি প্রতিদিন নতুন বই পড়ি।,আমি প্রতিদিন নতুন বই পড়া।
আমাদের পাড়ায় অনেক ধরণের মানুষ বাস করে।,আমাদের পাড়া অনেক ধরনের মানুষ বাস করা।
আজকের আবহাওয়া কেমন হবে?,আজ আবহাওয়া কি রকম হওয়া?
স্কুল শেষ হওয়ার পরে আমি খেলাধুলা করি।,স্কুল শেষ পরে আমি খেলাধুলা করা।
আমি আগামী সপ্তাহে কলকাতা ভ্রমণ করব।,আমি আগামী সপ্তাহ কলকাতা ভ্রমণ করা
তুমি কি প্রতিদিনের কাজের জন্য সময় ঠিক করো?,তুমি প্রতিদিন কাজ জন্য সময় ঠিক করা শেষ (প্রশ্ন)?
বাংলাদেশের মানুষ পহেলা বৈশাখে নতুন পোশাক পরে উৎসব করে।,"বাংলাদেশ মানুষ পহেলা বৈশাখ নতুন পোশাক পরা, উৎসব করা।"
তুমি কি ধ্রুপদি গান পছন্দ করো?,তুমি ধ্রুপদি গান পছন্দ করা?
আমি প্রতিদিন সকাল সাতটায় ঘুম থেকে উঠি।,আমি প্রতিদিন সকাল সাতটা ঘুম থেকে ওঠা।
আমি আগামী মাসে বাংলাদেশ ঘুরতে যাবো।,আমি আগামী মাস বাংলাদেশ ঘুরতে যাওয়া।
তুমি কি পরিবেশ রক্ষা করার জন্য নিয়মিত সচেতন থাকো?,তুমি নিয়মিত পরিবেশ রক্ষা করা জন্য সচেতন থাকা (প্রশ্ন)?
পাশের বাড়ির লোকজন খুব সহায়ক।,পাশের বাড়ি মানুষ সহায়তা করা।
আমি টাকা জমাচ্ছি।,আমি টাকা জমা করা।
বর্তমানে প্রযুক্তির ব্যবহার দ্রুত বাড়ছে।,এখন প্রযুক্তি ব্যবহার অনেক বাড়া।
আমি টাকা জমাচ্ছি।,আমি টাকা জমা করা।
তুমি কি তোমার বন্ধুদের সাথে সময় কাটাও?,তুমি বন্ধু সাথে সময় কাটানো (প্রশ্ন)?
আমরা প্রতি বছর ঈদে পরিবার নিয়ে একসাথে খাওয়া-দাওয়া করি।,আমরা প্রতি বছর ঈদ পরিবার একসাথে খাওয়া দাওয়া করা
স্কুল শেষে আমি বন্ধুদের সাথে খেলি।,আমি স্কুল শেষ বন্ধু সাথে খেলা।
আমার মা রান্না করছেন।,আমার মা রান্না করা।
বর্তমান যুগে প্রযুক্তির ব্যবহার বাড়ছে।,বর্তমান যুগ প্রযুক্তি ব্যবহার বাড়া
প্রতিদিনের কাজ ঠিকভাবে সম্পন্ন করতে কী করতে পারো?,প্রতিদিন কাজ ঠিকভাবে সম্পন্ন করা জন্য কী করা পারো (প্রশ্ন)?
放 স্কুল শেষে ফুটবল খেলে।,সে স্কুল শেষ ফুটবল খেলা।
তুমি কি বাংলা গান শুনতে পছন্দ করো?,"তুমি বাংলা গান শুনা, পছন্দ করা, কি?"
আমি আজ বাজারে ফল কিনতে যাচ্ছি।,আমি আজ বাজারে ফল কেনা যেতে।
আমি আজ রান্না করতে যাচ্ছি।,আমি আজ রান্না করা যেতে।
স্কুল শেষে তুমি কী করো?,স্কুল শেষ তুমি কী করা (প্রশ্ন)?
সে প্রতিদিন সকাল ছয়টায় ঘুম থেকে উঠে।,সে প্রতিদিন সকাল ছয়টা ঘুম থেকে উঠা।
সময় ঠিকভাবে ব্যবস্থাপনা করা দরকার।,ঠিকভাবে সময় ব্যবস্থাপনা করা দরকার
আপনি কি ফুটবল খেলতে পছন্দ করেন?,আপনি ফুটবল খেলা পছন্দ করা (প্রশ্ন)?
আমার আদর্শ ব্যক্তি আমার বাবা।,আমার আদর্শ ব্যক্তি আমার বাবা।
তোমার কি ছবি আঁকতে ভালো লাগে?,তুমি ছবি আঁকা পছন্দ (প্রশ্ন)?
আমি প্রতিদিন সোশ্যাল মিডিয়া ব্যবহার করি।,আমি প্রতিদিন সোশ্যাল মিডিয়া ব্যবহার করা।
আমি বন্ধুদের সাথে সময় কাটাই।,আমি বন্ধু সাথে সময় কাটানো
তুমি কি এই সিনেমাটা দেখেছ?,তুমি এই সিনেমা দেখা?
আমি পরীক্ষায় প্রথম হয়েছি।,আমি পরীক্ষা প্রথম হওয়া।
তুমি কি প্রতিদিন নাস্তা খাও?,তুমি প্রতিদিন নাস্তা খাওয়া (প্রশ্ন)?
নতুন ফ্যাশন স্টাইল তরুণদের মধ্যে জনপ্রিয় হচ্ছে।,নতুন ফ্যাশন স্টাইল তরুণ মধ্যে জনপ্রিয় হওয়া।
আজ আকাশে মেঘ আছে।,আজ আকাশ মেঘ থাকা
জীবন সবসময় সহজ নয়।,জীবন সবসময় সহজ না।
আমি ভবিষ্যতে একজন ডাক্তার হতে চাই।,আমি ভবিষ্যতে ডাক্তার হওয়া চাই।
তুমি বাসে করে স্কুলে যাও কেন?,তুমি কেন বাসে স্কুল যাওয়া?
আমি অবসর সময়ে বই পড়তে ভালোবাসি।,আমি অবসর সময় বই পড়া ভালোবাসা।
আমি একজন ডাক্তার হতে চাই।,আমি ডাক্তার হওয়া চাই।
আজকাল সোশ্যাল মিডিয়া মানুষের জীবনে বড় ভূমিকা রাখে।,আজকাল সোশ্যাল মিডিয়া মানুষের জীবন বড় ভূমিকা রাখা
পরিবেশ রক্ষা করা আমাদের দায়িত্ব।,আমাদের দায়িত্ব পরিবেশ রক্ষা করা।
নতুন দক্ষতা শেখা কঠিন কি?,নতুন দক্ষতা শেখা কঠিন (প্রশ্ন)?
আমার অবসর সময়ে বই পড়তে ভালো লাগে।,"আমি ফাঁকা সময় বই পড়া, পছন্দ করা।"
আমার একটি বিড়াল পোষা আছে।,আমার এক বিড়াল পোষা আছে।
পরিবেশ রক্ষা আমাদের দায়িত্ব।,পরিবেশ রক্ষা আমাদের দায়িত্ব থাকা।
