text,gloss
দেশের সাম্প্রতিক পরিস্থিতি সবাইকে ভাবিয়ে তুলেছে।,দেশ সাম্প্রতিক পরিস্থিতি সবাইকে ভাবিয়ে তোলা।
আমি আজ রাস্তায় একটি আহত কুকুরকে সাহায্য করেছি।,আমি আজ রাস্তা একটি আহত কুকুর সাহায্য করা।
তুমি আজ খুব ভালো কাজ করেছ।,তুমি আজ খুব ভালো কাজ করা।
সে বাজারে গিয়ে তাজা ফল কিনে এনেছে।,সে আজ বাজার গিয়ে তাজা ফল কিনে আনা।
আমরা সারাদিন বিভিন্ন প্রযুক্তি নিয়ে আলোচনা করছিলাম।,আমরা সারাদিন বিভিন্ন প্রযুক্তি নিয়ে আলোচনা করা।
আপনি অনুগ্রহ করে একটু ধৈর্য ধরুন।,আপনি অনুগ্রহ করা একটু ধৈর্য্য ধরা।
শহরে আগের চেয়ে গাছপালা কমে যাচ্ছে।,শহর আগে চেয়ে গাছপালা কমে যাওয়া।
আমি ভবিষ্যতে নিজের একটি ছোট ব্যবসা শুরু করতে চাই।,আমি ভবিষ্যত নিজের একটি ছোট ব্যবসা শুরু করা চাই।
তুমি যখন রান্না করছিলে তখন ফোনটা বেজে উঠেছিল।,তুমি যখন রান্না করা তখন ফোন বেজে উঠা।
সে নিয়মিত ব্যায়াম করে তাই সুস্থ থাকে।,সে নিয়মিত ব্যায়াম করা তাই সুস্থ থাকা।
আমরা পারিবারিক অনুষ্ঠানে খুব আনন্দ করেছি।,আমরা পরিবার অনুষ্ঠান খুব আনন্দ করা।
আপনি কি রিপোর্টটি আগামীকাল জমা দেবেন?,আপনি কি রিপোর্ট আগামীকাল জমা দেওয়া?
সৈকতে ঢেউগুলো আজ বেশ উঁচু ছিল।,সৈকত ঢেউ আজ খুব উঁচু।
আমি আগামী সপ্তাহে ড্রাইভিং শিখতে শুরু করব।,আমি আগামী সপ্তাহ ড্রাইভিং শেখা শুরু করা।
তুমি এখনো কেন চা খাওনি?,তুমি  এখনো চা খাও না কেন?
সে গ্রামের শিশুদের পড়াতে যায়।,সে গ্রাম শিশু পড়াতে যাওয়া।
আমরা রাতের আকাশে একটি ধূমকেতু দেখেছিলাম।,আমরা রাত আকাশ একটা ধূমকেতু দেখা।
আপনার কথায় সবাই অনুপ্রাণিত হয়।,আপনার কথা সবাই অনুপ্রাণিত।
আমি এখন বই পড়ছি।,আমি এখন বই পড়া।
তুমি কি কাল নতুন সিনেমাটা দেখেছিলে?,তুমি কি কাল নতুন সিনেমা দেখা?
সে আগামীকাল তার ক্লাসে প্রেজেন্টেশন দেবে।,সে আগামীকাল তার ক্লাসে প্রেজেন্টেশন দেওয়া।
আমরা সারাদিন স্বেচ্ছাসেবী কাজে ব্যস্ত ছিলাম।,আমরা সারাদিন স্বেচ্ছাসেবী কাজ ব্যাস্ত।
পুকুরের পানিতে আজ শাপলাগুলো ফুটেছে।,পুকুর পানি আজ শাপলা ফুটা।
আপনি চাইলে পরামর্শের জন্য আমাকে ফোন করতে পারেন।,আপনি চাওয়া পরামর্শ জন্য আমাকে ফোন করতে পারা।
আমি কখনো এত বড় ট্রাফিক দেখিনি।,আমি কখন এত বড় ট্রাফিক দেখা না।
তুমি বাংলা সাহিত্যে আগ্রহী হলে ভালো হয়।,তুমি বাংলা সাহিত্য আগ্রহী হলে ভালো।
সে বন্ধুর জন্মদিনে একটি সুন্দর উপহার দিয়েছে।,সে বন্ধুর জন্মদিন একটা সুন্দর উপহার দেওয়া।
আমরা অনলাইনে একটি নতুন কোর্সে ভর্তি হয়েছি।,আমরা অনলাইন একটি নতুন কোর্স ভর্তি হওয়া।
আপনার বাড়ির সামনে গাছের পাতা ঝরছে।,আপনার বাড়ি সামনে গাছের পাতা ঝড়া।
আমি আজ টিফিনে ফল খেয়েছি।,আমি আজ টিফিনে ফল খাওয়া।
"তুমি একটু অপেক্ষা করো, আমি আসছি।",তুমি একটু অপেক্ষা করা আমি আসি।
সে সাইকেল চালাতে চালাতে গান গাইছিল।,সে সাইকেল চালানো চালানো গান গাওয়া।
আমরা পরশুদিন গ্রামের মেলায় গিয়েছিলাম।,আমরা পরশুদিন গ্রাম মেলায় যাওয়া।
আপনি আজ কি হাঁটতে বের হবেন?,আপনি আজ কি হাঁটা বের হওয়া।
নদীর পানি ধীরে ধীরে বেড়ে চলেছে।,নদী পানি ধীরে ধীরে বেড়ে চলা।
আমি আমার ভুলগুলো ঠিক করার চেষ্টা করছি।,আমি আমার ভুলগুলো ঠিক করা চেষ্টা করা।
তুমি কি কফি খেতে চাও?,তুমি কি কফি খেতে চাওয়া?
সে আগামী শীতে পাহাড়ি এলাকায় ভ্রমণ করবে।,সে আগামী শীত পাহাড় এলাকা ভ্রমণ করা।
আমরা রাতে বাগানে বসে গল্প করছিলাম।,আমরা রাতে বাগানে বসা গল্প করা।
আপনার সিদ্ধান্ত পরিবারে সবার ওপর প্রভাব ফেলবে।,আপনার সিদ্ধান্ত পরিবার সবার উপর প্রভাব ফেলা।
আমি আজ মনোযোগ ধরে রাখতে পারছি না।,আমি আজ মনোযোগ ধরে রাখা পারি না।
তুমি ক্লাসে কেন দেরি করেছিলে?,তুমি ক্লাস কেন দেরি ?
সে গাছ লাগিয়ে পরিবেশ রক্ষায় সাহায্য করছে।,সে গাছ লাগানো পরিবেশ রক্ষা সাহায্য করা।
আমরা আগামীকাল সভায় গুরুত্বপূর্ণ বিষয় আলোচনা করব।,আমরা আগামীকাল সভায় গুরুত্বপুর্ন বিষয় আলোচনা করব।
আপনার কথা শুনে সবাই শান্ত হলো।,আপনার কথা শুনা সবাই শান্ত হওয়া।
আমি নিয়মিত ইংরেজি অনুশীলন করি।,আমি নিয়মিত ইংরেজি অনুশীলন করা।
তুমি এবার পরীক্ষায় ভালো ফল করবে বলে মনে হচ্ছে।,তুমি এবার পরীক্ষা ভালো ফল করা মনে হওয়া।
সে বিদেশি শিক্ষার্থীদের বাংলায় কথা বলতে শেখাচ্ছে।,সে বিদেশী শিক্ষার্থীদের বাংলা কথা বলানো শেখা।
আমরা রাতে নতুন রেস্টুরেন্টে খাবার খেয়েছিলাম।,আমরা রাতে নতুন রেস্টুরেন্ট খাবার খাওয়া।
গুরুতর বৃষ্টি হলে শহরের রাস্তা জলাবদ্ধ হয়ে যায়।,গুরুতর বৃষ্টি হলে শহর রাস্তা জলাবদ্ধ হয়ে যাওয়া।
আমি নিজের সময় ব্যবস্থাপনা উন্নত করার চেষ্টা করছি।,আমি নিজের সময় ব্যবস্থাপনা উন্নত করা চেষ্টা করা।
তুমি কি কাল অফিসে আসতে পারবে?,তুমি কি কাল অফিসে আসতে পারা?
সে জানালার পাশে দাঁড়িয়ে বৃষ্টি দেখছিল।,সে জানালা পাশে দাঁড়িয়ে বৃষ্টি দেখা।
আমরা বাড়িতে আগামী শুক্রবার একটি ছোট অনুষ্ঠান করব।,আমরা বাড়িতে আগামী শুক্রবার একটা ছোট অনুষ্ঠান করব।
আপনার লেখা প্রতিবেদনটি খুব স্পষ্ট ছিল।,আপনার লেখা প্রতিবেদন খুব স্পষ্ট।
আমি আজ হঠাৎ করে পুরনো এক বন্ধুর সঙ্গে দেখা পেলাম।,আমি আজ হঠাৎ পুরনো বন্ধুর সঙ্গে দেখা পাওয়া।
তুমি নিজের স্বাস্থ্যের দিকে একটু বেশি খেয়াল করো।,তুমি নিজের স্বাস্থ্য দিকে একটু বেশি খেয়াল করা।
সে মিটিংয়ের সময় গুরুত্বপূর্ণ পয়েন্টগুলো নোট করেছিল।,সে মিটিং সময় গুরুত্বপুর্ন পয়েন্ট নোট করা।
আমরা সাপ্তাহিক ছুটিতে পাহাড়ে উঠতে যাচ্ছি।,আমরা সাপ্তাহিক ছুটি পাহাড় উঠতে যাওয়া।
আপনার ছেলেটি আজ স্কুলে পুরস্কার পেয়েছে।,আপনার ছেলেটি আজ স্কুলে পুরস্কার পাওয়া।
আমি এখন আমার ভবিষ্যতের পরিকল্পনা নিয়ে ভাবছি।,আমি এখন আমার ভবিষ্যৎ পরিকল্পনা নিয়ে ভাবছি।
তুমি একটু চুপ করে শোনো।,তুমি একটু চুপ শুন।
সে লেকচার শুনতে শুনতে গুরুত্বপূর্ণ ধারণাগুলো বিশ্লেষণ করছিল।,সে লেকচার শুনতে শুনতে গুরুত্বপুর্ন ধারণাগুলো বিশ্লেষণ করা।
আমরা দীর্ঘ ভ্রমণের সময় বিভিন্ন অঞ্চলের মানুষদের জীবনযাত্রা গভীরভাবে পর্যবেক্ষণ করেছিলাম।,আমরা দীর্ঘ ভ্রমণ সময় বিভিন্ন অঞ্চল মানুষ জীবনযাত্রা গভীরভাবে পর্যবেক্ষণ করা।
আজ আমি লাইব্রেরিতে নতুন একটি গবেষণা প্রবন্ধ পড়েছি।,আজ আমি লাইব্রেরি নতুন একটা গবেষণা প্রবন্ধ পড়ছি।
তুমি দুপুরে ভাতের সঙ্গে সবজি খাচ্ছ।,আমি দুপুর ভাত সঙ্গে সবজি খাই।
সে গতকাল তার ছোট বোনকে পড়াতে সাহায্য করেছিল।,সে গতকাল তার ছোট বোনকে পড়াতে সাহায্য করা।
আমরা আগামী মাসে একটি প্রশিক্ষণ কর্মশালায় অংশ নেব।,আমরা আগামী মাস একটি প্রশিক্ষণ কর্মশালা অংশ নেব।
আপনি কি এ মুহূর্তে গুরুত্বপূর্ণ নথিগুলো যাচাই করছেন?,আপনি কি গুরুত্বপূর্ণ নথি যাচাই করা?
তারা নদীর পাড়ে বসে বিকেলের হাওয়া উপভোগ করছিল।,তারা নদী পাড় বসা বিকেল বাতাস উপভোগ করা
আমি আজ সকালে একটি নতুন রেসিপি রান্না করেছি।,আমি আজ সকাল এক নতুন রেসিপি রান্না করা
তুমি প্রতিদিন এত দেরি করে ঘুমাও কেন?,তুমি দিন দেরি করা ঘুমানো কেন?
সে ভবিষ্যতে পরিবেশবান্ধব পণ্য তৈরি করতে চায়।,সে ভবিষ্যত পরিবেশবান্ধব পণ্য তৈরি করা চাওয়া
আমরা আজ মাঠে ফুটবল খেলতে যাচ্ছিলাম।,আজ আমরা মাঠ ফুটবল খেলা যাওয়া।
আপনার গাড়ির টায়ারগুলো পরীক্ষা করা দরকার।,আপনার গাড়ি চাকা পরীক্ষা করা দরকার।
কলেজের ছেলেমেয়েরা বার্ষিক অনুষ্ঠানের প্রস্তুতি নিচ্ছে।,কলেজ ছাত্রছাত্রী বছর অনুষ্ঠান রেডি করা।
আমি এখন আমার কাজের ফাইলগুলো সাজাচ্ছি।,আমি এখন কাজ ফাইল সাজানো।
তুমি কি আজকে একটু বেশি উত্তেজিত মনে হচ্ছ?,তুমি আজ বেশি খুশি/উত্তেজিত (প্রশ্ন)?
সে একটি নতুন কোম্পানিতে চাকরির জন্য আবেদন করেছে।,সে নতুন কোম্পানি চাকরি দরখাস্ত দেওয়া শেষ।
আমরা গত সপ্তাহে দূষণ নিয়ন্ত্রণ নিয়ে আলোচনা করেছি।,গত সপ্তাহ আমরা ময়লা/দূষণ কমানো আলোচনা করা।
আপনি চাইলে চায়ের সঙ্গে বিস্কুট নিতে পারেন।,আপনি ইচ্ছা চা বিস্কুট খাওয়া পারা।
আকাশে মেঘ জমছে বলে বৃষ্টি নামতে পারে।,"আকাশ মেঘ, বৃষ্টি হওয়া সম্ভাবনা।"
আমি আজ জিমে গিয়ে ব্যায়াম করার পরিকল্পনা করেছি।,আজ আমি জিম ব্যায়াম করা পরিকল্পনা করা।
তুমি কি নতুন ফোনের ক্যামেরাটা পরীক্ষা করেছ?,তুমি নতুন ফোন ক্যামেরা পরীক্ষা করা শেষ (প্রশ্ন)?
সে গতরাতে দীর্ঘ সময় ধরে বই পড়ছিল।,গত রাত সে অনেক সময় বই পড়া।
আমরা স্কুলে বিজ্ঞান প্রদর্শনীতে অংশ নিয়েছিলাম।,আমরা স্কুল বিজ্ঞান মেলা অংশ নেওয়া।
আপনার প্রতিবেশীরা আজ নতুন গাছ লাগিয়েছে।,আপনার প্রতিবেশী আজ নতুন গাছ লাগানো।
আমি নতুন দক্ষতা শেখার চেষ্টা করছি।,আমি নতুন কাজ শেখা চেষ্টা করা।
তুমি কি মাথাব্যথার কারণে ঘুমিয়েছিলে?,"মাথা ব্যথা, তুমি ঘুমানো (প্রশ্ন)?"
সে শিশুদের জন্য গল্পের বই লিখছে।,সে বাচ্চা জন্য গল্প বই লেখা।
আমরা আজ রাতে রেস্তোরাঁয় খেতে যাব।,আজ রাত আমরা রেস্টুরেন্ট খাওয়া যাওয়া।
রাস্তার পাশে একটি আহত পাখি দেখেছিলাম।,রাস্তা ধার এক আহত পাখি দেখা।
আপনি কি আজ অফিসের মিটিংয়ে উপস্থিত থাকবেন?,আপনি আজ অফিস মিটিং থাকা (প্রশ্ন)?
আমি নিজের সময় নষ্ট না করার চেষ্টা করছি।,আমি নিজে সময় নষ্ট না করা চেষ্টা।
তুমি এখনো কেন তোমার কাজ শেষ করোনি?,তুমি এখনো কাজ শেষ না কেন?
সে গ্রামের মানুষের সমস্যাগুলো শুনে তাদের সাহায্য করছিল।,"সে গ্রাম মানুষ সমস্যা শোনা, সাহায্য করা।"
আমরা গতকাল বন্ধুর জন্মদিন উদযাপন করেছিলাম।,গতকাল আমরা বন্ধু জন্মদিন পালন করা।
আপনার পরিবার আজ দুপুরে বের হচ্ছেন কি?,আপনার পরিবার আজ দুপুর বাইরে যাওয়া (প্রশ্ন)?
বাড়ির সামনে কুকুরটি সারাদিন ঘোরাফেরা করছে।,বাড়ি সামনে কুকুর সব দিন ঘোরা।
আমি ভবিষ্যতে নতুন ভাষা শিখতে চাই।,আমি ভবিষ্যৎ নতুন ভাষা শেখা ইচ্ছা।
তুমি তোমার মোবাইল ব্যবহার কমাও।,তুমি তোমার মোবাইল ব্যবহার কমানো।
সে অফিসে খুব মনোযোগ দিয়ে কাজ করছিল।,সে অফিস অনেক মনোযোগ কাজ করা।
আমরা ভ্রমণে গেলে স্থানীয় খাবারগুলো চেখে দেখি।,"আমরা ভ্রমণ যাওয়া, ওখানকার খাবার খাওয়া।"
আপনার সিদ্ধান্ত প্রজেক্টের দিকনির্দেশনা পরিবর্তন করতে পারে।,আপনার কথা প্রজেক্ট কাজ বদলানো পারা।
আমি প্রতিদিন সকালে ডায়েরিতে কিছু লিখে রাখি।,আমি প্রতিদিন সকাল ডায়েরি লেখা।
তুমি কি তোমার বন্ধুকে ফোন করেছিলে?,তুমি তোমার বন্ধু ফোন করা (প্রশ্ন)?
সে বাজারে গিয়ে দরকারি জিনিসপত্র কিনে এনেছে।,"সে বাজার যাওয়া, দরকারি জিনিস কেনা শেষ।"
আমরা গ্রামে গিয়ে কৃষকদের সঙ্গে কথা বলেছিলাম।,"আমরা গ্রাম যাওয়া, কৃষক সাথে কথা বলা।"
আপনি আজ খুব শান্ত দেখাচ্ছেন।,আপনি আজ খুব শান্ত দেখা।
আমি শরীরচর্চা না করলে অলস বোধ করি।,"আমি ব্যায়াম না করা, অলস লাগা।"
তুমি কি রাস্তায় নতুন নির্মাণ কাজটা দেখেছ?,তুমি রাস্তা নতুন কাজ দেখা (প্রশ্ন)?
সে তার ভুল বুঝতে পেরে ক্ষমা চেয়েছে।,"সে ভুল বোঝা, মাফ চাওয়া।"
আমরা অনলাইনে একটি ভার্চুয়াল সেমিনারে অংশ নিতে যাচ্ছি।,আমরা অনলাইন মিটিং অংশ নেওয়া।
আপনার বাগানের ফুলগুলো খুব সুন্দর ফুটেছে।,আপনার বাগান ফুল খুব সুন্দর ফোটা।
আমি আজ দুপুরে বন্ধুদের সঙ্গে দেখা করব।,আজ দুপুর আমি বন্ধু সাথে দেখা করা।
তুমি কি কাল তোমার প্রকল্প জমা দিয়েছিলে?,তুমি কাল তোমার প্রজেক্ট জমা দেওয়া (প্রশ্ন)?
সে কর্মক্ষেত্রে নতুন দায়িত্ব পেয়েছে।,সে কাজ জায়গা নতুন দায়িত্ব পাওয়া।
আমরা ছুটির দিনে সমুদ্র সৈকতে হাঁটতে গিয়েছিলাম।,ছুটি দিন আমরা সমুদ্র ধার হাঁটা।
আপনার ছেলেটি আজ খুব খুশি মনে হচ্ছে।,আপনার ছেলে আজ খুব খুশি দেখা।
আমি পাখির ছবি তুলতে পছন্দ করি।,আমি পাখি ছবি তোলা পছন্দ করা।
তুমি কি আজ একটু বেশি চিন্তিত?,তুমি আজ বেশি চিন্তা করা (প্রশ্ন)?
সে প্রতিদিন সকালে যোগব্যায়াম করে।,সে প্রতিদিন সকাল ব্যায়াম করা।
আমরা শহরে নতুন আর্ট গ্যালারি দেখতে গিয়েছিলাম।,আমরা শহর নতুন আর্ট গ্যালারি দেখা।
আপনার বাড়ির সামনে আজ খুব ভিড়।,আপনার বাড়ি সামনে আজ অনেক ভিড়।
আমি নিয়মিত খবর দেখে বিশ্ব পরিস্থিতি বোঝার চেষ্টা করি।,"আমি প্রতিদিন খবর দেখা, পৃথিবী অবস্থা বোঝা।"
তুমি কি আজ পানি কম খেয়েছ?,তুমি আজ পানি কম খাওয়া (প্রশ্ন)?
সে প্রকৃতির প্রতি খুব যত্নশীল।,সে প্রকৃতি যত্ন করা।
আমরা গতরাতে খুব দেরি করে বাড়ি ফিরেছিলাম।,গত রাত আমরা অনেক দেরি বাড়ি আসা।
আপনি কি আপনার চিকিৎসকের পরামর্শ অনুসরণ করছেন?,আপনি ডাক্তার কথা মানা (প্রশ্ন)?
আমি সাপ্তাহিক পরিকল্পনা সাজাচ্ছি।,আমি সপ্তাহ পরিকল্পনা তৈরি করা।
তুমি কি কাল নতুন সফটওয়্যারটি ইনস্টল করেছ?,তুমি কাল নতুন সফটওয়্যার ভরা শেষ (প্রশ্ন)?
সে বাচ্চাদের সঙ্গে খেলতে খুব পছন্দ করে।,সে বাচ্চা সাথে খেলা অনেক পছন্দ।
আমরা গাড়িতে করে গ্রামের দিকে যাচ্ছি।,আমরা গাড়ি গ্রাম যাওয়া।
আপনার বাড়ির কাছের দোকানটি বন্ধ হয়ে গেছে।,আপনার বাড়ি কাছে দোকান বন্ধ।
আমি আমার ভুল থেকে শিখতে চাই।,আমি নিজে ভুল থেকে শেখা ইচ্ছা।
তুমি কি আজ চুল কাটবে?,তুমি আজ চুল কাটা (প্রশ্ন)?
সে রেলস্টেশনে দাঁড়িয়ে ট্রেনের সময় দেখছিল।,"সে স্টেশন দাঁড়ানো, ট্রেন সময় দেখা।"
আমরা রাতে আকাশে চাঁদের আলো দেখছিলাম।,আমরা রাত আকাশ চাঁদ আলো দেখা।
আপনার বক্তব্য সবাই মনোযোগ দিয়ে শুনেছে।,আপনার কথা সব মানুষ মনোযোগ শোনা।
আমি আজ মন ভালো করার জন্য গান শুনেছি।,আজ মন ভালো করা জন্য গান শোনা।
তুমি কেন ওই সিদ্ধান্ত নিয়েছিলে?,তুমি ওই সিদ্ধান্ত নেওয়া কেন?
সে তার সহকর্মীদের সঙ্গে নতুন পরিকল্পনা নিয়ে আলোচনা করছিল।,সে সহকর্মী সাথে নতুন প্ল্যান আলোচনা করা।
আমরা নদীর ধারে বসে চা খেয়েছিলাম।,"আমরা নদী ধার বসা, চা খাওয়া।"
আপনার স্বাস্থ্যগত অবস্থার উন্নতি হচ্ছে বলে মনে হচ্ছে।,আপনার শরীর ভালো হওয়া মনে হয়।
আমি আগামীকাল নতুন জায়গা ঘুরে দেখতে চাই।,আগামীকাল আমি নতুন জায়গা দেখা ইচ্ছা।
তুমি কি আজকার রিপোর্ট লিখে ফেলেছ?,তুমি আজ রিপোর্ট লেখা শেষ (প্রশ্ন)?
সে সকালে খবর দেখে দেশের পরিস্থিতি বুঝে নেয়।,"সে সকাল খবর দেখা, দেশ অবস্থা বোঝা।"
আমরা একসঙ্গে সামাজিক কাজের আয়োজন করেছি।,আমরা একসাথে সমাজ কাজ করা।
আপনার মতামত আমাদের জন্য মূল্যবান।,আপনার কথা আমাদের জন্য জরুরি।
আমি নতুন কিছু শিখলে খুব আনন্দ পাই।,আমি নতুন কিছু শেখা অনেক খুশি।
তুমি কি তখনো অফিসে কাজ করছিলে?,তুমি তখন অফিস কাজ করা (প্রশ্ন)?
সে আজ দৌড় প্রতিযোগিতায় অংশ নিচ্ছে।,সে আজ দৌড় প্রতিযোগিতা অংশ নেওয়া।
আমরা শহরের ট্রাফিক সমস্যার সমাধান নিয়ে ভাবছিলাম।,আমরা শহর জ্যাম সমস্যা সমাধান ভাবা।
আপনার পরিবারে সবাই খুব আন্তরিক।,আপনার পরিবার সব মানুষ খুব ভালো/আন্তরিক।
আমি কখনো পাহাড়ে তুষার পড়তে দেখিনি।,আমি আগে পাহাড় বরফ পড়া দেখা না।
তুমি কি তোমার ভুল বুঝতে পেরেছ?,তুমি তোমার ভুল বোঝা শেষ (প্রশ্ন)?
সে আগামী সপ্তাহে তার প্রজেক্ট জমা দেবে।,আগামী সপ্তাহ সে প্রজেক্ট জমা দেওয়া।
আমরা বৃষ্টির মধ্যে হাঁটতে খুব উপভোগ করেছিলাম।,আমরা বৃষ্টি হাঁটা অনেক আনন্দ পাওয়া।
আপনার ব্যাগটি টেবিলে রেখে যান।,আপনার ব্যাগ টেবিল রাখা।
আমি নতুন কাজ শুরু করতে একটু নার্ভাস বোধ করছি।,"আমি নতুন কাজ শুরু করা, একটু ভয়/নার্ভাস।"
তুমি একটু ধীরে কথা বলো।,তুমি অল্প আস্তে কথা বলা।
সে ভবিষ্যতের জন্য সঞ্চয় করার পরিকল্পনা করছে।,সে ভবিষ্যৎ জন্য টাকা জমানো প্ল্যান।
আমরা দীর্ঘ ভ্রমণে গিয়ে অনেক মানুষের জীবনযাপন সম্পর্কে জানার সুযোগ পেয়েছিলাম।,"অনেক বড় ভ্রমণ, অনেক মানুষ জীবন জানা।"
"আপনার গবেষণাপত্রের বিশ্লেষণধর্মী যুক্তিগুলো বিস্তৃত, সুসংহত ও বহুমাত্রিক","আপনার গবেষণা কথাগুলো অনেক বড়, সাজানো এবং ভালো।"
আজ সকালে আমি কলেজে নতুন একটি লেকচার শুনেছি।,আজ সকাল আমি কলেজ নতুন পড়া শোনা।
তুমি দুপুরে অফিসের ক্যান্টিনে ভাত-ডাল খাচ্ছ।,তুমি দুপুর অফিস ক্যান্টিন ভাত ডাল খাওয়া।
সে গতকাল তার মাকে বাজার করতে সাহায্য করেছিল।,গতকাল সে মা বাজার সাহায্য করা।
আমরা আগামী বৃষ্টির মৌসুম নিয়ে গবেষণা করছি।,আমরা সামনে বৃষ্টি সময় গবেষণা করা।
আপনি কি এ সপ্তাহে কোনো বিশেষ অনুষ্ঠানে যাচ্ছেন?,আপনি এই সপ্তাহ বিশেষ অনুষ্ঠান যাওয়া (প্রশ্ন)?
তারা নদীর ধারে বসে নৌকা চলাচল দেখছিল।,"তারা নদী ধার বসা, নৌকা চলা দেখা।"
আমি আজ নতুন একটি গল্প লিখতে শুরু করেছি।,আজ আমি নতুন এক গল্প লেখা শুরু।
তুমি এত শব্দ করছ যে পড়তে অসুবিধা হচ্ছে।,"তুমি অনেক শব্দ করা, পড়া সমস্যা হওয়া।"
সে ভবিষ্যতে নিজের একটি বই প্রকাশ করতে চায়।,সে ভবিষ্যৎ নিজে বই বের করা ইচ্ছা।
আমরা বিকেলে ফুটবল খেলতে মাঠে যাচ্ছিলাম।,বিকাল আমরা মাঠ ফুটবল খেলা যাওয়া।
আপনার মোবাইলের ব্যাটারি খুব দ্রুত শেষ হয়ে যাচ্ছে।,আপনার মোবাইল ব্যাটারি খুব দ্রুত শেষ।
শহরের মেট্রো রেল নির্মাণকাজ দ্রুত এগোচ্ছে।,শহর মেট্রো রেল কাজ দ্রুত চলা।
আমি আজ লাইব্রেরিতে কয়েকটি নতুন বই কিনেছি।,আজ আমি লাইব্রেরি কিছু নতুন বই কেনা।
তুমি কি আজ মন খারাপ করে আছ?,তুমি আজ মন খারাপ করা (প্রশ্ন)?
সে তার কর্মস্থলে নতুন দায়িত্ব নিয়েছে।,সে কাজ জায়গা নতুন দায়িত্ব নেওয়া।
আমরা গত সপ্তাহে স্বাস্থ্য পরীক্ষা করিয়েছিলাম।,গত সপ্তাহ আমরা শরীর পরীক্ষা করা।
আপনি চাইলে এখানে বসে চা খেতে পারেন।,আপনি ইচ্ছা এখানে বসা চা খাওয়া পারা।
আজ আকাশে হালকা রোদ আছে।,আজ আকাশ হালকা রোদ থাকা।
আমি সকালে দৌড়াতে বের হয়েছি।,আমি সকাল দৌড়ানো বাইরে যাওয়া।
তুমি কি তোমার ফোনের পাসওয়ার্ড ভুলে গেছ?,তুমি তোমার ফোন পাসওয়ার্ড ভুলে যাওয়া (প্রশ্ন)?
সে গতকাল সাঁতার শেখার ক্লাসে গিয়েছিল।,গতকাল সে সাঁতার শেখা ক্লাস যাওয়া।
আমরা স্কুলের বার্ষিক ক্রীড়া প্রতিযোগিতায় অংশ নিয়েছিলাম।,আমরা স্কুল বছর খেলা প্রতিযোগিতা অংশ নেওয়া।
আপনার প্রতিবেশীরা আজ বাগানে কাজ করছে।,আপনার প্রতিবেশী আজ বাগান কাজ করা।
আমি নতুন কিছু শেখার চেষ্টা করছি।,আমি নতুন কিছু শেখা চেষ্টা করা।
তুমি কি আজ ক্লাসে উপস্থিত ছিলে?,তুমি আজ ক্লাস থাকা (প্রশ্ন)?
সে মানুষের সমস্যাগুলো মনোযোগ দিয়ে শোনে।,সে মানুষ সমস্যা মনোযোগ শোনা।
আমরা আজ রাতে বাইরে থেকে খাবার আনব।,আজ রাত আমরা বাইরে খাবার আনা।
রাস্তায় একটি আহত কুকুরকে দেখে সবাই দুঃখ পেয়েছিল।,"রাস্তা এক আহত কুকুর দেখা, সব মানুষ দুঃখ।"
আপনি কি আজকের মিটিংয়ে অংশ নেবেন?,আপনি আজ মিটিং অংশ নেওয়া (প্রশ্ন)?
আমি নিজের ভুলগুলো সংশোধন করার চেষ্টা করছি।,আমি নিজে ভুল ঠিক করা চেষ্টা।
তুমি এত দেরি করছ কেন?,তুমি এত দেরি করা কেন?
সে গ্রামে গিয়ে শিশুদের খেলনা বিতরণ করছিল।,"সে গ্রাম যাওয়া, বাচ্চা খেলনা দেওয়া।"
আমরা গতরাতে পরিবারের সবাই মিলে সিনেমা দেখেছি।,গত রাত আমরা পরিবার সব সিনেমা দেখা।
আপনার বান্ধবী আজ শহরে আসছেন কি?,আপনার বন্ধু আজ শহর আসা (প্রশ্ন)?
বাড়ির পাশে একটি পুরনো গাছ ভেঙে পড়েছে।,বাড়ি পাশে এক পুরোনো গাছ ভাঙা।
আমি আগামী শীতে ভ্রমণে যেতে চাই।,আগামী শীত আমি ভ্রমণ যাওয়া ইচ্ছা।
তুমি তোমার কাপড়গুলো জামারিতে ঝুলিয়ে রাখো।,তুমি তোমার কাপড় আলমারি রাখা।
সে কাজ করতে করতে গান শুনছিল।,সে কাজ করা সময় গান শোনা।
আমরা ভ্রমণে গেলে স্থানীয় বাজারগুলো ঘুরে দেখি।,"আমরা ভ্রমণ যাওয়া, ওখানকার বাজার দেখা।"
আপনার মতামত আমাদের আলোচনায় গুরুত্বপূর্ণ ভূমিকা রাখবে।,আপনার কথা আমাদের আলোচনা অনেক জরুরি।
আমি প্রতিদিন রাতে বই পড়ি।,আমি প্রতিদিন রাত বই পড়া।
তুমি কি তোমার দাদুর খোঁজ নিয়েছ?,তুমি তোমার দাদু খবর নেওয়া (প্রশ্ন)?
সে তার বন্ধুদের সঙ্গে দেখা করতে শহরে গিয়েছিল।,সে বন্ধু সাথে দেখা করা শহর যাওয়া।
আমরা আজ গ্রামের নদীতে নৌকাভ্রমণ করেছিলাম।,আজ আমরা গ্রাম নদী নৌকা ভ্রমণ করা।
আপনি আজ খুব শান্তভাবে কথা বলছেন।,আপনি আজ খুব শান্ত কথা বলা।
